Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z,u_FWHM,J0378_FWHM,J0395_FWHM,J0410_FWHM,J0430_FWHM,g_FWHM,J0515_FWHM,r_FWHM,J0660_FWHM,i_FWHM,J0861_FWHM,z_FWHM,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
HYDRA-0069,152.63,-32.23,20.111,19.313,19.333,20.392,20.55,22.847,20.737,22.75,20.237,22.506,20.768,21.913,1.39,1.293,1.25,1.254,1.275,1.248,1.175,1.238,1.217,1.17,1.093,1.212,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0,57786.0
HYDRA-0070,154.29,-32.23,20.117,19.338,19.37,20.41,20.567,22.842,20.739,22.735,20.235,22.48,20.747,21.86,1.46,1.354,1.162,1.134,1.114,1.453,1.111,1.357,1.218,1.183,1.29,1.255,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0
HYDRA-0071,155.95,-32.23,20.797,20.028,20.01,21.007,21.125,23.465,21.391,23.504,21.024,23.302,21.574,22.708,1.604,1.786,1.549,1.571,1.507,1.327,1.316,1.347,1.288,1.216,1.157,1.286,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0,58494.0
HYDRA-0072,157.6,-32.23,20.794,19.994,20.005,21.009,21.127,23.457,21.397,23.502,21.011,23.27,21.566,22.63,2.141,2.053,1.986,2.087,2.076,1.833,2.04,2.027,2.036,1.647,1.451,1.571,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0
HYDRA-0073,159.26,-32.23,20.883,20.092,20.095,21.097,21.219,23.55,21.488,23.546,21.061,23.327,21.599,22.731,1.695,1.712,1.581,1.491,1.464,1.517,1.49,1.535,1.594,1.305,1.329,1.305,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0
HYDRA-0074,160.92,-32.23,20.812,20.021,20.021,20.991,21.092,23.429,21.368,23.478,21.032,23.289,21.575,22.692,1.413,1.318,1.315,1.261,1.227,1.327,1.204,1.218,1.689,1.138,1.108,1.249,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0,58524.0
HYDRA-0075,162.58,-32.23,20.876,20.071,20.063,21.065,21.185,22.798,20.718,22.678,20.213,22.283,20.76,21.899,1.864,1.698,1.456,1.468,1.375,1.381,1.501,1.358,1.37,1.347,1.42,1.447,58529.0,58529.0,58529.0,58529.0,58529.0,57787.0,57787.0,57787.0,57787.0,57787.0,57787.0,57787.0
HYDRA-0076,164.24,-32.23,20.365,19.582,19.577,20.558,20.662,23.007,20.967,23.177,20.711,23.087,21.395,22.501,1.417,1.316,1.343,1.243,1.185,1.227,1.149,1.182,1.111,1.199,1.148,1.218,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0,58515.0
HYDRA-0077,150.42,-33.61,19.99,19.243,19.318,20.373,20.543,22.798,20.729,22.706,20.21,22.441,20.743,21.81,1.407,1.311,1.562,1.325,1.349,1.226,1.279,1.296,1.346,1.172,1.186,1.14,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0,57773.0
HYDRA-0078,152.11,-33.61,20.835,20.071,20.082,21.087,21.218,23.56,21.495,23.558,21.082,23.346,21.608,22.774,1.503,1.423,1.466,1.561,1.756,1.705,1.647,1.467,1.537,1.408,1.572,1.465,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0
HYDRA-0079,153.8,-33.61,20.736,19.973,19.979,20.987,21.101,23.433,21.366,23.485,21.012,23.298,21.573,22.717,1.259,1.263,1.253,1.225,1.204,1.236,1.167,1.248,1.235,1.238,1.289,1.271,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0
HYDRA-0080,155.49,-33.61,20.654,19.894,19.918,20.933,21.053,23.418,21.348,23.478,20.987,23.287,21.49,22.695,2.062,1.681,1.475,1.502,1.386,1.359,1.418,1.383,1.375,1.202,1.121,1.189,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0
HYDRA-0081,157.18,-33.61,20.701,19.905,19.908,20.917,21.054,23.345,21.311,23.427,20.964,23.256,21.532,22.673,2.449,2.303,1.934,1.748,2.414,2.373,2.528,2.126,2.153,2.266,1.691,2.321,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0
HYDRA-0082,158.88,-33.61,20.575,19.865,19.911,20.934,21.076,23.45,21.391,23.472,21.006,23.257,21.55,22.648,2.032,1.776,1.607,1.596,1.525,1.441,1.433,1.532,1.485,1.355,1.211,1.186,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0,58543.0
HYDRA-0083,160.56,-33.61,20.84,19.999,19.999,21.01,21.126,23.478,21.421,23.514,21.02,23.303,21.565,22.752,2.404,2.142,2.027,1.939,1.799,1.78,1.777,1.615,1.64,1.608,1.963,1.778,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0
HYDRA-0084,162.25,-33.61,20.206,19.41,19.434,20.475,20.613,22.905,20.799,22.79,20.278,22.552,20.798,21.959,1.666,1.488,1.439,1.474,1.445,1.421,1.358,1.442,1.449,1.281,1.347,1.306,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0
HYDRA-0085,163.94,-33.61,19.988,19.191,19.937,20.925,21.042,22.729,21.308,22.696,20.984,22.461,21.574,21.862,1.875,1.685,3.049,2.595,2.214,1.682,2.458,1.654,1.414,1.544,1.574,1.347,57782.0,57782.0,58512.0,58512.0,58512.0,57782.0,58512.0,57782.0,58512.0,57782.0,58512.0,57782.0
HYDRA-0086,150.86,-34.99,19.977,19.251,19.306,20.365,20.53,22.783,20.731,22.696,20.215,22.474,20.755,21.89,1.978,1.609,1.573,1.652,1.546,1.83,1.562,1.735,1.765,1.452,1.512,1.361,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0
HYDRA-0087,152.57,-34.99,20.896,20.123,20.114,21.12,21.247,23.582,21.515,23.557,21.066,23.337,21.487,22.775,1.964,1.984,1.812,1.552,1.491,1.527,1.46,1.696,1.787,1.411,1.219,1.208,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0
HYDRA-0088,154.29,-34.99,20.807,20.036,20.042,21.06,21.189,23.519,21.459,23.524,21.043,23.306,21.578,22.722,1.863,1.401,1.284,1.296,1.267,1.254,1.35,1.389,1.325,1.177,1.282,1.065,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0
HYDRA-0089,156.0,-34.99,20.898,20.094,20.115,21.101,21.222,23.568,21.502,23.573,21.082,23.366,21.618,22.768,1.654,1.453,1.788,1.464,1.41,1.535,1.441,3.766,1.267,1.636,1.25,1.296,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0
HYDRA-0091,159.43,-34.99,20.703,19.91,19.903,20.865,20.959,23.281,21.227,23.389,20.98,23.23,21.561,22.635,1.638,1.562,1.696,1.538,1.571,1.496,1.425,1.406,2.104,1.26,2.062,1.279,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0,58517.0
HYDRA-0092,161.14,-34.99,20.787,20.023,20.025,21.019,21.131,23.468,21.398,23.5,21.02,23.288,21.56,22.693,1.488,1.752,1.796,1.838,1.706,1.452,1.581,1.431,1.305,1.317,1.275,1.408,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0
HYDRA-0093,162.86,-34.99,20.072,19.27,19.286,20.345,20.501,22.823,20.713,22.75,20.229,22.508,20.766,21.894,1.289,1.209,1.23,1.115,1.17,1.16,1.14,1.117,1.223,1.127,1.147,1.173,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0
HYDRA-0094,164.57,-34.99,20.711,19.96,19.972,20.952,20.993,23.438,21.376,23.476,20.995,23.29,21.558,22.688,1.48,1.27,1.23,1.245,1.191,1.314,1.277,1.322,1.216,2.228,1.084,1.203,58523.0,58523.0,58523.0,58523.0,58523.0,58531.0,58531.0,58531.0,58523.0,58523.0,58523.0,58523.0
HYDRA-0095,151.3,-36.36,19.101,18.59,18.686,19.789,19.99,21.922,20.245,21.897,19.903,21.694,20.501,21.133,2.343,1.622,1.541,1.438,1.366,1.609,1.386,1.616,1.636,1.51,1.305,1.454,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0,57782.0
HYDRA-0096,153.04,-36.36,20.231,19.456,19.453,20.503,20.64,22.901,20.808,22.792,20.296,22.541,20.803,21.952,2.615,1.71,1.676,1.67,1.475,1.761,1.365,1.705,1.407,1.504,1.143,1.329,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0
HYDRA-0097,154.78,-36.36,20.821,20.035,20.024,21.04,21.165,23.489,21.421,23.509,21.042,23.292,21.571,22.697,2.008,2.581,2.373,2.151,2.542,2.229,2.173,2.029,2.327,1.848,2.101,1.903,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0
HYDRA-0098,156.52,-36.36,20.772,19.975,20.017,21.006,21.118,23.44,21.385,23.491,21.029,23.299,21.576,22.715,2.123,2.349,2.405,2.341,2.329,2.257,2.162,1.897,1.741,2.195,2.064,2.386,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0
HYDRA-0099,158.26,-36.36,20.877,20.077,20.079,21.055,21.173,23.512,21.455,23.536,21.043,23.315,21.589,22.739,2.202,2.016,1.875,1.927,1.995,2.079,2.101,2.375,2.103,1.959,1.756,1.714,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0,58519.0
HYDRA-0100,160.0,-36.36,20.708,19.914,19.915,20.946,21.067,23.432,21.379,23.473,20.997,23.286,21.57,22.67,1.502,1.499,1.447,1.527,1.596,1.51,1.474,1.472,1.292,1.529,1.382,1.619,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0
HYDRA-0101,161.74,-36.36,20.839,20.061,20.065,21.063,21.164,23.497,21.435,23.518,21.035,23.302,21.572,22.709,1.488,1.371,1.368,1.695,1.377,1.3,1.242,1.314,1.207,1.18,1.254,1.283,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0
HYDRA-0102,163.48,-36.36,20.066,19.277,19.306,20.371,20.528,22.807,20.721,22.72,20.225,22.468,20.751,21.855,1.241,1.431,1.196,1.189,1.182,1.245,1.163,1.326,1.292,1.345,1.235,1.303,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0
HYDRA-0103,150.74,-37.74,19.76,19.046,19.087,20.149,20.303,22.593,20.56,22.605,20.131,22.375,20.686,21.751,2.13,1.774,2.051,1.609,1.566,1.777,1.851,1.571,1.576,1.584,1.613,1.511,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0,57780.0
HYDRA-0104,152.51,-37.74,20.208,19.451,19.453,20.505,20.637,22.895,20.807,23.562,21.075,22.534,20.792,21.931,1.41,1.305,1.781,1.407,1.335,1.327,1.305,1.741,1.599,1.4,1.205,1.547,57848.0,57849.0,57849.0,57849.0,57849.0,57849.0,57849.0,58480.0,58480.0,57849.0,57849.0,57849.0
HYDRA-0105,154.29,-37.74,20.642,19.907,19.922,20.94,21.064,23.412,21.358,23.471,21.016,23.264,21.555,22.655,1.557,1.56,1.656,1.538,1.572,1.542,1.475,1.601,1.893,1.566,1.74,1.696,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0
HYDRA-0106,156.06,-37.74,20.634,19.907,19.975,20.993,21.132,23.478,21.428,23.497,21.023,23.296,21.576,22.717,2.435,2.199,3.196,3.061,2.939,2.967,3.004,3.058,3.018,2.821,2.246,2.228,58529.0,58529.0,58520.0,58520.0,58520.0,58520.0,58520.0,58520.0,58520.0,58520.0,58520.0,58520.0
HYDRA-0107,157.83,-37.74,20.859,20.076,20.077,21.064,21.189,23.524,21.476,23.533,21.052,23.299,21.596,22.667,2.795,2.64,2.518,2.54,2.57,2.503,2.551,2.651,2.717,2.405,2.432,2.169,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0
HYDRA-0108,159.6,-37.74,20.821,20.035,20.051,21.057,21.183,23.52,21.465,23.524,21.049,23.303,21.574,22.735,1.975,1.767,1.799,1.447,1.496,1.478,1.453,1.456,1.479,1.259,1.396,1.552,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0,58529.0
HYDRA-0109,161.38,-37.74,20.806,20.013,20.024,20.984,21.08,23.419,21.356,23.473,21.013,23.274,21.572,22.658,1.344,1.286,1.271,1.251,1.313,1.266,1.256,1.404,1.412,1.186,1.158,1.133,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0
HYDRA-0110,163.15,-37.74,20.897,20.073,20.078,21.065,21.179,23.519,21.464,23.534,21.05,23.322,21.586,22.757,2.34,2.409,2.369,2.365,2.34,2.298,2.179,1.999,1.743,1.971,1.971,2.14,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0
HYDRA-0111,164.93,-37.74,20.082,19.295,19.334,20.385,20.55,22.849,20.748,22.741,20.236,22.502,20.777,21.919,1.373,1.405,1.651,1.514,1.427,1.565,1.344,1.59,1.364,1.436,1.424,1.411,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0,57789.0
HYDRA-0112,150.15,-39.11,19.952,19.249,19.277,20.392,20.555,22.809,20.749,22.694,20.209,22.436,20.748,21.792,1.538,1.651,1.686,1.64,1.597,1.405,1.655,1.392,1.661,1.344,1.493,1.352,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0,57774.0
HYDRA-0113,151.96,-39.11,20.798,20.033,20.024,21.119,21.238,23.589,21.529,23.574,21.075,23.366,21.61,22.774,1.593,1.481,1.4,1.335,1.345,1.378,1.294,1.388,1.184,1.268,1.232,1.323,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0,58467.0
HYDRA-0114,153.77,-39.11,20.433,19.694,19.713,20.811,20.952,23.318,21.259,23.425,20.975,23.242,21.542,22.639,2.351,1.8,1.877,1.845,2.435,1.888,1.886,1.712,2.014,1.825,2.483,1.977,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0
HYDRA-0115,155.58,-39.11,20.708,19.963,19.968,21.002,21.129,23.468,21.423,23.526,21.055,23.323,21.607,22.756,1.859,1.668,1.601,1.628,1.633,1.668,1.452,1.537,1.393,1.507,1.54,1.468,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0,58498.0
HYDRA-0116,157.39,-39.11,20.677,19.9,19.89,20.932,21.06,23.419,21.362,23.465,20.993,23.258,21.55,22.646,1.631,1.529,1.463,1.486,1.531,1.576,1.692,1.485,1.326,1.389,1.415,1.503,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0
HYDRA-0117,159.2,-39.11,20.622,19.909,19.927,20.949,21.085,23.431,21.366,22.563,20.101,22.415,20.692,21.849,1.907,1.552,1.664,1.563,2.12,1.529,1.403,5.002,3.31,3.535,3.346,4.867,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0
HYDRA-0118,161.0,-39.11,20.711,19.966,19.977,21.005,21.126,23.481,21.417,23.485,21.006,23.268,21.553,22.68,2.104,1.664,1.675,1.914,1.566,1.517,1.565,1.469,1.52,1.308,1.156,1.243,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0
HYDRA-0119,162.81,-39.11,20.824,20.033,20.033,21.022,21.131,23.47,21.408,23.494,21.02,23.283,21.547,22.68,1.576,1.69,1.448,1.407,1.354,1.443,1.333,3.938,1.414,3.911,1.304,1.389,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0,58539.0
HYDRA-0120,164.63,-39.11,20.035,19.251,19.287,20.377,20.547,22.849,20.753,22.752,20.246,22.504,20.782,21.918,1.72,1.439,1.401,1.403,1.353,1.323,1.345,1.367,1.471,1.185,1.163,1.165,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0
HYDRA-0121,151.38,-40.48,19.936,19.19,19.162,20.338,20.5,22.793,20.713,22.712,20.217,22.451,20.73,21.825,2.048,1.363,1.386,1.358,1.44,1.6,1.338,1.572,1.509,1.383,1.259,1.231,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0,57799.0
HYDRA-0122,153.23,-40.48,20.589,19.855,19.875,20.965,21.113,23.489,21.428,23.526,21.03,23.293,21.569,22.715,2.45,2.258,2.128,1.953,1.852,1.79,1.815,2.289,1.942,1.7,1.573,1.602,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0
HYDRA-0123,155.08,-40.48,20.717,19.979,20.005,21.017,21.134,23.492,21.438,23.531,21.051,23.309,21.603,22.726,1.913,1.837,1.68,1.674,1.449,1.522,1.4,1.542,1.326,1.32,1.406,1.381,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0
HYDRA-0124,156.93,-40.48,20.436,19.726,19.754,20.801,20.934,23.333,21.285,23.414,20.956,23.21,21.525,22.596,1.98,1.744,1.621,1.663,1.7,1.696,1.597,1.691,1.652,1.583,1.737,1.672,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0
HYDRA-0125,158.77,-40.48,20.795,20.02,20.021,21.028,21.153,23.507,21.446,23.53,21.036,23.308,21.567,22.742,1.845,1.905,1.938,1.876,1.963,1.978,1.887,2.11,2.019,1.974,1.971,2.049,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0,58528.0
HYDRA-0126,160.62,-40.48,20.74,19.933,19.931,20.972,21.103,23.463,21.398,23.49,21.003,23.268,21.549,22.681,1.598,2.3,2.55,1.248,1.205,1.191,1.148,1.284,1.204,1.102,1.108,1.031,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0,58544.0
HYDRA-0127,162.46,-40.48,20.76,20.012,20.013,21.025,21.139,23.497,21.431,23.494,21.004,23.281,21.546,22.661,1.518,1.338,1.242,1.284,1.272,1.344,1.245,1.289,1.254,1.186,1.19,1.222,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0,58542.0
HYDRA-0128,164.31,-40.48,20.677,19.899,19.886,20.886,21.005,23.351,21.322,23.441,20.971,23.24,21.534,22.624,1.828,1.565,1.444,1.451,1.445,2.575,1.466,1.68,1.351,1.407,1.482,1.563,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0,58525.0
HYDRA-0129,150.78,-41.84,19.905,19.186,19.166,20.34,20.514,22.807,20.731,22.723,20.22,22.476,20.747,21.881,1.588,1.468,1.696,1.388,1.279,1.437,1.243,1.475,1.342,1.381,1.18,1.381,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0,57791.0
HYDRA-0130,152.67,-41.84,20.046,19.358,19.35,20.495,20.645,23.058,21.013,23.231,20.784,23.1,21.434,22.504,1.786,1.603,1.589,1.51,1.465,1.49,1.359,1.303,1.279,1.297,1.276,1.245,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0,58514.0
HYDRA-0131,154.55,-41.84,20.506,19.733,19.706,20.769,20.892,23.27,21.196,23.38,20.972,23.236,21.548,22.678,1.902,1.603,1.499,1.438,1.391,1.549,1.454,1.453,1.329,1.402,1.279,1.453,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0
HYDRA-0132,156.44,-41.84,20.563,19.839,19.819,20.845,20.963,23.343,21.282,23.432,21.046,23.308,21.576,22.717,1.862,1.911,1.462,1.483,1.471,1.437,1.393,1.465,2.078,1.99,1.643,1.976,58523.0,58523.0,58523.0,58523.0,58523.0,58523.0,58523.0,58523.0,58519.0,58519.0,58519.0,58519.0
HYDRA-0133,158.33,-41.84,20.625,19.903,19.913,20.924,21.048,23.416,21.356,23.46,20.998,23.254,21.545,22.635,2.439,2.226,1.879,1.971,1.958,1.644,1.641,1.772,1.495,1.357,1.317,1.331,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0,58536.0
HYDRA-0134,160.21,-41.84,20.811,20.041,20.027,21.022,21.137,23.476,21.427,23.492,21.024,23.267,21.555,22.68,2.067,1.932,1.961,1.837,1.832,1.749,1.792,1.894,1.787,1.668,1.435,1.497,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0,58537.0
HYDRA-0135,162.1,-41.84,20.778,19.98,19.959,21.012,21.124,23.448,21.388,23.483,20.998,23.259,21.529,22.656,1.398,1.32,1.256,1.253,1.233,1.26,1.175,1.284,1.145,1.185,1.182,1.159,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0,58541.0
HYDRA-0136,163.98,-41.84,20.17,19.387,19.38,20.438,20.582,22.891,20.779,22.782,20.265,22.54,20.792,21.952,2.262,1.821,1.755,1.68,1.448,1.779,1.443,1.636,1.516,1.473,1.252,1.452,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0,57850.0
HYDRA-0137,150.16,-43.21,19.899,19.168,19.177,20.347,20.523,22.805,20.733,22.713,20.213,22.461,20.736,21.858,1.656,1.349,1.59,1.297,1.337,1.349,1.293,1.425,1.401,1.278,1.258,1.263,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0,57790.0
HYDRA-0138,152.09,-43.21,20.595,19.865,19.859,20.987,21.14,23.516,21.463,23.53,21.062,23.307,21.583,22.722,2.314,1.803,1.643,1.573,1.507,1.533,1.49,1.663,2.122,1.305,1.206,1.19,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0
HYDRA-0139,154.01,-43.21,20.49,19.771,19.766,20.897,21.051,23.422,21.37,23.469,21.007,23.249,21.551,22.641,2.267,2.077,1.731,1.746,1.973,2.186,2.114,2.027,2.056,1.835,1.946,1.87,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0,58489.0
HYDRA-0140,155.94,-43.21,20.493,19.767,19.759,20.755,21.105,23.464,21.411,23.485,21.01,23.245,21.563,22.609,1.903,1.842,1.79,1.981,3.217,3.238,3.287,3.398,3.63,3.136,3.093,2.998,58516.0,58516.0,58516.0,58517.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0,58509.0
HYDRA-0141,157.86,-43.21,20.663,19.884,19.874,20.893,21.021,23.404,21.333,23.454,20.994,23.256,21.566,22.647,2.403,2.204,2.053,1.977,2.052,1.939,1.701,1.832,1.826,1.915,1.996,1.959,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0,58526.0
HYDRA-0142,159.79,-43.21,20.661,19.927,19.93,20.965,21.094,23.453,21.394,23.478,21.018,23.267,21.544,22.673,1.757,1.504,1.357,1.324,1.306,1.356,1.264,1.353,1.723,1.239,1.183,1.291,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0
HYDRA-0143,161.71,-43.21,20.8,20.008,19.993,20.982,21.095,23.436,21.379,23.464,20.986,23.256,21.529,22.657,1.411,1.379,1.388,1.32,1.307,1.59,1.5,1.449,1.369,1.316,1.31,1.387,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0,58540.0
HYDRA-0144,163.64,-43.21,20.739,19.951,19.94,20.967,21.093,23.454,21.393,23.478,20.995,23.256,21.54,22.638,1.578,1.416,1.338,1.352,1.277,1.235,1.205,1.335,1.354,1.102,1.115,1.091,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0,58538.0
HYDRA-0145,151.48,-44.57,20.638,19.887,19.849,20.999,21.143,23.516,21.461,23.544,21.049,23.31,21.587,22.725,1.709,1.522,1.427,1.4,1.328,1.374,1.388,1.677,1.413,1.218,1.097,1.109,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0
HYDRA-0146,153.44,-44.57,20.833,20.07,20.044,21.071,21.201,23.548,21.484,23.553,21.018,23.346,21.566,22.679,1.373,1.933,2.033,1.159,1.292,2.74,1.214,3.269,1.897,3.536,1.654,1.822,58479.0,58479.0,58479.0,58479.0,58479.0,58479.0,58479.0,58479.0,58488.0,58479.0,58488.0,58488.0
HYDRA-0147,155.41,-44.57,20.488,19.766,19.765,20.796,20.923,23.28,21.228,23.385,20.925,23.22,21.516,22.611,2.451,1.705,1.535,1.555,1.483,1.524,1.349,1.38,1.512,1.417,1.699,1.482,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0,58513.0
