Field,RA,DEC,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-n07s38,201.22,-8.14,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0
SPLUS-n07s39,202.59,-8.14,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0
SPLUS-n07s40,203.95,-8.14,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0
SPLUS-n07s41,205.33,-8.14,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0
SPLUS-n07s42,206.69,-8.14,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0
SPLUS-n07s43,208.06,-8.14,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0
SPLUS-n07s44,209.43,-8.14,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0
SPLUS-n08s01,151.15,-9.49,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0
SPLUS-n08s02,152.52,-9.49,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0
SPLUS-n08s03,153.89,-9.49,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0,58522.0
SPLUS-n08s04,155.27,-9.49,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0,59227.0
SPLUS-n08s37,200.61,-9.49,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0
SPLUS-n08s38,201.98,-9.49,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0,58636.0
SPLUS-n08s39,203.36,-9.49,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0
SPLUS-n08s40,204.73,-9.49,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0
SPLUS-n08s41,206.11,-9.49,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58604.0,58580.0
SPLUS-n08s42,207.48,-9.49,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0
SPLUS-n08s43,208.85,-9.49,58904.0,58904.0,58904.0,58904.0,58216.0,58216.0,58216.0,58216.0,58216.0,58216.0,58216.0,58216.0
SPLUS-n09s01,150.35,-10.84,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0
SPLUS-n09s02,151.73,-10.84,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n09s03,153.1,-10.84,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0
SPLUS-n09s04,154.48,-10.84,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0,59208.0
SPLUS-n09s05,155.86,-10.84,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0,59225.0
SPLUS-n09s36,198.62,-10.84,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0,58637.0
SPLUS-n09s37,200.0,-10.84,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0,58626.0
SPLUS-n09s38,201.38,-10.84,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0
SPLUS-n09s39,202.76,-10.84,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0
SPLUS-n09s40,204.14,-10.84,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0
SPLUS-n09s41,205.52,-10.84,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0
SPLUS-n09s42,206.9,-10.84,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0
SPLUS-n09s43,208.28,-10.84,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0
SPLUS-n09s44,209.65,-10.84,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0,58244.0
SPLUS-n10s01,150.93,-12.18,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0
SPLUS-n10s02,152.31,-12.18,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0
SPLUS-n10s03,153.69,-12.18,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0
SPLUS-n10s04,155.08,-12.18,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0,59206.0
SPLUS-n10s05,156.46,-12.18,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59221.0,59222.0,59221.0
SPLUS-n10s06,157.85,-12.18,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0,59231.0
SPLUS-n10s17,173.08,-12.18,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0
SPLUS-n10s34,196.62,-12.18,58642.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0,58643.0
SPLUS-n10s35,198.0,-12.18,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0
SPLUS-n10s36,199.38,-12.18,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0
SPLUS-n10s37,200.77,-12.18,58576.0,58576.0,58608.0,58576.0,58576.0,58576.0,58576.0,58576.0,58608.0,58576.0,58608.0,58576.0
SPLUS-n10s38,202.15,-12.18,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0
SPLUS-n10s39,203.54,-12.18,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0
SPLUS-n10s40,204.93,-12.18,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0
SPLUS-n10s41,206.31,-12.18,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0
SPLUS-n10s42,207.69,-12.18,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0,58259.0
SPLUS-n10s43,209.08,-12.18,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0
SPLUS-n11s01,150.12,-13.53,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0,58853.0
SPLUS-n11s02,151.5,-13.53,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0
SPLUS-n11s03,152.9,-13.53,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0
SPLUS-n11s04,154.29,-13.53,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0
SPLUS-n11s05,155.68,-13.53,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n11s06,157.07,-13.53,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0
SPLUS-n11s07,158.45,-13.53,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0
SPLUS-n11s08,159.85,-13.53,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0
SPLUS-n11s09,161.24,-13.53,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n11s10,162.63,-13.53,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0
SPLUS-n11s11,164.02,-13.53,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0
SPLUS-n11s12,165.4,-13.53,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0
SPLUS-n11s26,184.87,-13.53,58614.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0
SPLUS-n11s28,187.65,-13.53,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0
SPLUS-n11s29,189.03,-13.53,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0,58615.0
SPLUS-n11s30,190.43,-13.53,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0
SPLUS-n11s31,191.82,-13.53,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0
SPLUS-n11s32,193.2,-13.53,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0
SPLUS-n11s33,194.6,-13.53,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0
SPLUS-n11s34,195.98,-13.53,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0
SPLUS-n11s35,197.38,-13.53,58665.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0,58666.0
SPLUS-n11s36,198.76,-13.53,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0
SPLUS-n11s37,200.15,-13.53,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0,58587.0
SPLUS-n11s38,201.55,-13.53,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0,58600.0
SPLUS-n11s39,202.93,-13.53,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0,58588.0
SPLUS-n11s40,204.33,-13.53,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0,58222.0
SPLUS-n11s41,205.71,-13.53,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0,58217.0
SPLUS-n11s42,207.1,-13.53,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0,58200.0
SPLUS-n11s43,208.5,-13.53,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0
SPLUS-n11s44,209.88,-13.53,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0,58199.0
SPLUS-n12s01,151.28,-14.88,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0
SPLUS-n12s02,152.68,-14.88,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0
SPLUS-n12s03,154.09,-14.88,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0
SPLUS-n12s04,155.49,-14.88,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0
SPLUS-n12s05,156.89,-14.88,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0
SPLUS-n12s06,158.29,-14.88,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0
SPLUS-n12s07,159.69,-14.88,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0,58900.0
SPLUS-n12s08,161.09,-14.88,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0
SPLUS-n12s09,162.49,-14.88,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0
SPLUS-n12s10,163.89,-14.88,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0
SPLUS-n12s11,165.29,-14.88,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0
SPLUS-n12s12,166.69,-14.88,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0
SPLUS-n12s23,182.1,-14.88,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0
SPLUS-n12s24,183.5,-14.88,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0
SPLUS-n12s25,184.9,-14.88,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0,58586.0
SPLUS-n12s26,186.3,-14.88,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0,58585.0
SPLUS-n12s27,187.7,-14.88,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0
SPLUS-n12s28,189.1,-14.88,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58608.0,58575.0,58608.0,58575.0
SPLUS-n12s29,190.5,-14.88,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0
SPLUS-n12s30,191.91,-14.88,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0
SPLUS-n12s31,193.31,-14.88,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0,58198.0
SPLUS-n12s32,194.71,-14.88,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0,58221.0
SPLUS-n12s33,196.11,-14.88,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0,58202.0
SPLUS-n12s34,197.51,-14.88,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0,58212.0
SPLUS-n12s35,198.91,-14.88,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0
SPLUS-n12s36,200.31,-14.88,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0
SPLUS-n12s37,201.71,-14.88,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0,58559.0
SPLUS-n12s38,203.11,-14.88,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0
SPLUS-n12s39,204.51,-14.88,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0
SPLUS-n12s40,205.91,-14.88,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0,58213.0
SPLUS-n12s41,207.32,-14.88,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0,58195.0
SPLUS-n12s42,208.72,-14.88,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0
SPLUS-n13s01,150.47,-16.22,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0,58844.0
SPLUS-n13s02,151.88,-16.22,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0,58849.0
SPLUS-n13s03,153.28,-16.22,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0,58847.0
SPLUS-n13s04,154.69,-16.22,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0,58848.0
SPLUS-n13s05,156.1,-16.22,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0
SPLUS-n13s06,157.5,-16.22,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0
SPLUS-n13s07,158.91,-16.22,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0
SPLUS-n13s08,160.31,-16.22,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0,58894.0
SPLUS-n13s09,161.72,-16.22,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0
SPLUS-n13s10,163.13,-16.22,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58905.0,58904.0,58905.0,58904.0
SPLUS-n13s11,164.53,-16.22,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0
SPLUS-n13s12,165.94,-16.22,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n13s13,167.35,-16.22,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0
SPLUS-n13s14,168.75,-16.22,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0
SPLUS-n13s15,170.16,-16.22,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0
SPLUS-n13s19,175.78,-16.22,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0
SPLUS-n13s21,178.6,-16.22,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n13s22,180.0,-16.22,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0,58908.0
SPLUS-n13s23,181.41,-16.22,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n13s24,182.81,-16.22,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0
SPLUS-n13s25,184.22,-16.22,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0
SPLUS-n13s28,188.44,-16.22,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0
SPLUS-n13s29,189.85,-16.22,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0
SPLUS-n13s30,191.25,-16.22,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0
SPLUS-n13s31,192.66,-16.22,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0
SPLUS-n13s32,194.06,-16.22,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0,58898.0
SPLUS-n13s33,195.47,-16.22,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0
SPLUS-n13s35,198.28,-16.22,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0,58923.0
SPLUS-n13s36,199.69,-16.22,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0,58913.0
SPLUS-n13s37,201.1,-16.22,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0,58911.0
SPLUS-n13s39,203.91,-16.22,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0,58912.0
SPLUS-n13s40,205.31,-16.22,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n13s41,206.72,-16.22,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0,58909.0
SPLUS-n13s42,208.13,-16.22,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0,58910.0
SPLUS-n14s01,150.24,-17.56,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0
SPLUS-n14s02,151.65,-17.56,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0,58567.0
SPLUS-n14s03,153.07,-17.56,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0,58606.0
SPLUS-n14s04,154.49,-17.56,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0,58841.0
SPLUS-n14s05,155.9,-17.56,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0,58852.0
SPLUS-n14s06,157.32,-17.56,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0,58850.0
SPLUS-n14s07,158.74,-17.56,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0,58851.0
SPLUS-n14s08,160.16,-17.56,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0,58870.0
SPLUS-n14s09,161.58,-17.56,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0,58869.0
SPLUS-n14s10,162.99,-17.56,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0,58868.0
SPLUS-n14s11,164.41,-17.56,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0,59238.0
SPLUS-n14s12,165.83,-17.56,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0,58879.0
SPLUS-n14s13,167.25,-17.56,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0,58907.0
SPLUS-n14s14,168.66,-17.56,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0,58884.0
SPLUS-n14s15,170.08,-17.56,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0,58883.0
SPLUS-n14s16,171.5,-17.56,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0
SPLUS-n14s17,172.91,-17.56,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0
SPLUS-n14s18,174.33,-17.56,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0
SPLUS-n14s19,175.75,-17.56,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0
SPLUS-n14s20,177.17,-17.56,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0
SPLUS-n14s21,178.58,-17.56,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0,58903.0
SPLUS-n14s22,180.0,-17.56,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0,58613.0
SPLUS-n14s31,192.75,-17.56,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0,58902.0
SPLUS-n14s32,194.18,-17.56,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0,58899.0
SPLUS-n14s33,195.59,-17.56,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0,58901.0
SPLUS-n15s01,150.0,-18.9,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0
SPLUS-n15s02,151.43,-18.9,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0
SPLUS-n15s03,152.86,-18.9,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0,58842.0
